attendance_id,student_id,subject_id,total_classes,classes_attended,attendance_percentage
734,STU0869,CE101,60,47,78.33
735,STU0877,CE101,60,47,78.33
736,STU0885,CE101,60,47,78.33
737,STU0893,CE101,60,47,78.33
738,STU0901,CE101,60,47,78.33
739,STU0909,CE101,60,47,78.33
740,STU0917,CE101,60,47,78.33
741,STU0925,CE101,60,47,78.33
742,STU0933,CE101,60,47,78.33
743,STU0941,CE101,60,47,78.33
744,STU0949,CE101,60,47,78.33
745,STU0957,CE101,60,47,78.33
746,STU0965,CE101,60,47,78.33
747,STU0973,CE101,60,47,78.33
748,STU0981,CE101,60,47,78.33
749,STU0989,CE101,60,47,78.33
750,STU0997,CE101,60,47,78.33
751,STU0526,EE201,60,47,78.33
752,STU0166,EE201,60,47,78.33
753,STU0334,EE201,60,47,78.33
754,STU0174,EE201,60,47,78.33
755,STU0670,EE201,60,47,78.33
756,STU0326,EE201,60,47,78.33
757,STU0870,EE201,60,47,78.33
758,STU0758,EE201,60,47,78.33
759,STU0510,EE201,60,47,78.33
760,STU0182,EE201,60,47,78.33
761,STU0862,EE201,60,47,78.33
762,STU0070,EE201,60,47,78.33
763,STU0318,EE201,60,47,78.33
764,STU0190,EE201,60,47,78.33
765,STU0478,EE201,60,47,78.33
766,STU0766,EE201,60,47,78.33
767,STU0502,EE201,60,47,78.33
768,STU0854,EE201,60,47,78.33
769,STU0438,EE201,60,47,78.33
770,STU0310,EE201,60,47,78.33
771,STU0982,EE201,60,47,78.33
772,STU0566,EE201,60,47,78.33
773,STU0038,EE201,60,47,78.33
774,STU0774,EE201,60,47,78.33
775,STU0606,EE201,60,47,78.33
776,STU0198,EE201,60,47,78.33
777,STU0302,EE201,60,47,78.33
778,STU0206,EE201,60,47,78.33
779,STU0574,EE201,60,47,78.33
780,STU0294,EE201,60,47,78.33
781,STU0846,EE201,60,47,78.33
782,STU0782,EE201,60,47,78.33
783,STU0678,EE201,60,47,78.33
784,STU0998,EE201,60,47,78.33
785,STU0214,EE201,60,47,78.33
786,STU0534,EE201,60,47,78.33
787,STU0286,EE201,60,47,78.33
788,STU0838,EE201,60,47,78.33
789,STU0974,EE201,60,47,78.33
790,STU0790,EE201,60,47,78.33
791,STU0078,EE201,60,47,78.33
792,STU0222,EE201,60,47,78.33
793,STU0430,EE201,60,47,78.33
794,STU0278,EE201,60,47,78.33
795,STU0830,EE201,60,47,78.33
796,STU0942,EE201,60,47,78.33
797,STU0646,EE201,60,47,78.33
798,STU0798,EE201,60,47,78.33
799,STU0422,EE201,60,47,78.33
800,STU0030,EE201,60,47,78.33
801,STU0270,EE201,60,47,78.33
802,STU0230,EE201,60,47,78.33
803,STU0494,EE201,60,47,78.33
804,STU0262,EE201,60,47,78.33
805,STU0238,EE201,60,47,78.33
806,STU0806,EE201,60,47,78.33
807,STU0686,EE201,60,47,78.33
808,STU0822,EE201,60,47,78.33
809,STU0246,EE201,60,47,78.33
810,STU0598,EE201,60,47,78.33
811,STU0254,EE201,60,47,78.33
812,STU0814,EE201,60,47,78.33
813,STU0014,EE201,60,47,78.33
814,STU0086,EE201,60,47,78.33
815,STU0614,EE201,60,47,78.33
816,STU0414,EE201,60,47,78.33
817,STU0934,EE201,60,47,78.33
818,STU0054,EE201,60,47,78.33
819,STU0694,EE201,60,47,78.33
820,STU0470,EE201,60,47,78.33
821,STU0094,EE201,60,47,78.33
822,STU0950,EE201,60,47,78.33
823,STU0406,EE201,60,47,78.33
824,STU0926,EE201,60,47,78.33
825,STU0630,EE201,60,47,78.33
826,STU0102,EE201,60,47,78.33
827,STU0702,EE201,60,47,78.33
828,STU0486,EE201,60,47,78.33
829,STU0110,EE201,60,47,78.33
830,STU0398,EE201,60,47,78.33
831,STU0918,EE201,60,47,78.33
832,STU0654,EE201,60,47,78.33
833,STU0390,EE201,60,47,78.33
834,STU0062,EE201,60,47,78.33
835,STU0710,EE201,60,47,78.33
836,STU0542,EE201,60,47,78.33
837,STU0990,EE201,60,47,78.33
838,STU0118,EE201,60,47,78.33
839,STU0462,EE201,60,47,78.33
840,STU0382,EE201,60,47,78.33
841,STU0910,EE201,60,47,78.33
842,STU0006,EE201,60,47,78.33
843,STU0718,EE201,60,47,78.33
844,STU0590,EE201,60,47,78.33
845,STU0126,EE201,60,47,78.33
846,STU0638,EE201,60,47,78.33
847,STU0374,EE201,60,47,78.33
848,STU0902,EE201,60,47,78.33
849,STU0454,EE201,60,47,78.33
850,STU0966,EE201,60,47,78.33
851,STU0726,EE201,60,47,78.33
852,STU0958,EE201,60,47,78.33
853,STU0134,EE201,60,47,78.33
854,STU0366,EE201,60,47,78.33
855,STU0142,EE201,60,47,78.33
856,STU0662,EE201,60,47,78.33
857,STU0358,EE201,60,47,78.33
858,STU0622,EE201,60,47,78.33
859,STU0734,EE201,60,47,78.33
860,STU0550,EE201,60,47,78.33
861,STU0894,EE201,60,47,78.33
862,STU0150,EE201,60,47,78.33
863,STU0558,EE201,60,47,78.33
864,STU0350,EE201,60,47,78.33
865,STU0886,EE201,60,47,78.33
866,STU0022,EE201,60,47,78.33
867,STU0742,EE201,60,47,78.33
868,STU0518,EE201,60,47,78.33
869,STU0158,EE201,60,47,78.33
870,STU0446,EE201,60,47,78.33
871,STU0342,EE201,60,47,78.33
872,STU0878,EE201,60,47,78.33
873,STU0582,EE201,60,47,78.33
874,STU0046,EE201,60,47,78.33
875,STU0750,EE201,60,47,78.33
876,STU0767,DS301,60,47,78.33
877,STU0767,DS302,60,47,78.33
878,STU0495,DS301,60,47,78.33
879,STU0495,DS302,60,47,78.33
880,STU0063,DS301,60,47,78.33
881,STU0063,DS302,60,47,78.33
882,STU0631,DS301,60,47,78.33
883,STU0631,DS302,60,47,78.33
884,STU0487,DS301,60,47,78.33
885,STU0487,DS302,60,47,78.33
886,STU0639,DS301,60,47,78.33
887,STU0639,DS302,60,47,78.33
888,STU0479,DS301,60,47,78.33
889,STU0479,DS302,60,47,78.33
890,STU0647,DS301,60,47,78.33
891,STU0647,DS302,60,47,78.33
892,STU0471,DS301,60,47,78.33
893,STU0471,DS302,60,47,78.33
894,STU0463,DS301,60,47,78.33
895,STU0463,DS302,60,47,78.33
896,STU0007,DS301,60,47,78.33
897,STU0007,DS302,60,47,78.33
898,STU0655,DS301,60,47,78.33
899,STU0655,DS302,60,47,78.33
900,STU0455,DS301,60,47,78.33
901,STU0455,DS302,60,47,78.33
902,STU0663,DS301,60,47,78.33
903,STU0663,DS302,60,47,78.33
904,STU0447,DS301,60,47,78.33
905,STU0447,DS302,60,47,78.33
906,STU0959,DS301,60,47,78.33
907,STU0959,DS302,60,47,78.33
908,STU0671,DS301,60,47,78.33
909,STU0671,DS302,60,47,78.33
910,STU0439,DS301,60,47,78.33
911,STU0439,DS302,60,47,78.33
912,STU0431,DS301,60,47,78.33
913,STU0431,DS302,60,47,78.33
914,STU0679,DS301,60,47,78.33
915,STU0679,DS302,60,47,78.33
916,STU0423,DS301,60,47,78.33
917,STU0423,DS302,60,47,78.33
918,STU0055,DS301,60,47,78.33
919,STU0055,DS302,60,47,78.33
920,STU0687,DS301,60,47,78.33
921,STU0687,DS302,60,47,78.33
922,STU0415,DS301,60,47,78.33
923,STU0415,DS302,60,47,78.33
924,STU0695,DS301,60,47,78.33
925,STU0695,DS302,60,47,78.33
926,STU0407,DS301,60,47,78.33
927,STU0407,DS302,60,47,78.33
928,STU0399,DS301,60,47,78.33
929,STU0399,DS302,60,47,78.33
930,STU0703,DS301,60,47,78.33
931,STU0703,DS302,60,47,78.33
932,STU0391,DS301,60,47,78.33
933,STU0391,DS302,60,47,78.33
934,STU0047,DS301,60,47,78.33
935,STU0047,DS302,60,47,78.33
936,STU0711,DS301,60,47,78.33
937,STU0711,DS302,60,47,78.33
938,STU0383,DS301,60,47,78.33
939,STU0383,DS302,60,47,78.33
940,STU0719,DS301,60,47,78.33
941,STU0719,DS302,60,47,78.33
942,STU0375,DS301,60,47,78.33
943,STU0375,DS302,60,47,78.33
944,STU0367,DS301,60,47,78.33
945,STU0367,DS302,60,47,78.33
946,STU0727,DS301,60,47,78.33
947,STU0727,DS302,60,47,78.33
948,STU0359,DS301,60,47,78.33
949,STU0359,DS302,60,47,78.33
950,STU0967,DS301,60,47,78.33
951,STU0967,DS302,60,47,78.33
952,STU0735,DS301,60,47,78.33
953,STU0735,DS302,60,47,78.33
954,STU0351,DS301,60,47,78.33
955,STU0351,DS302,60,47,78.33
956,STU0743,DS301,60,47,78.33
957,STU0743,DS302,60,47,78.33
958,STU0343,DS301,60,47,78.33
959,STU0343,DS302,60,47,78.33
960,STU0335,DS301,60,47,78.33
961,STU0335,DS302,60,47,78.33
962,STU0751,DS301,60,47,78.33
963,STU0751,DS302,60,47,78.33
964,STU0327,DS301,60,47,78.33
965,STU0327,DS302,60,47,78.33
966,STU0759,DS301,60,47,78.33
967,STU0759,DS302,60,47,78.33
968,STU0319,DS301,60,47,78.33
969,STU0319,DS302,60,47,78.33
970,STU0039,DS301,60,47,78.33
971,STU0039,DS302,60,47,78.33
972,STU0311,DS301,60,47,78.33
973,STU0311,DS302,60,47,78.33
974,STU0303,DS301,60,47,78.33
975,STU0303,DS302,60,47,78.33
976,STU0775,DS301,60,47,78.33
977,STU0775,DS302,60,47,78.33
978,STU0295,DS301,60,47,78.33
979,STU0295,DS302,60,47,78.33
980,STU0783,DS301,60,47,78.33
981,STU0783,DS302,60,47,78.33
982,STU0287,DS301,60,47,78.33
983,STU0287,DS302,60,47,78.33
984,STU0791,DS301,60,47,78.33
985,STU0791,DS302,60,47,78.33
986,STU0279,DS301,60,47,78.33
987,STU0279,DS302,60,47,78.33
988,STU0271,DS301,60,47,78.33
989,STU0271,DS302,60,47,78.33
990,STU0975,DS301,60,47,78.33
991,STU0975,DS302,60,47,78.33
992,STU0799,DS301,60,47,78.33
993,STU0799,DS302,60,47,78.33
994,STU0263,DS301,60,47,78.33
995,STU0263,DS302,60,47,78.33
996,STU0807,DS301,60,47,78.33
997,STU0807,DS302,60,47,78.33
998,STU0255,DS301,60,47,78.33
999,STU0255,DS302,60,47,78.33
1000,STU0815,DS301,60,47,78.33
1001,STU0815,DS302,60,47,78.33
1002,STU0247,DS301,60,47,78.33
1003,STU0247,DS302,60,47,78.33
1004,STU0239,DS301,60,47,78.33
1005,STU0239,DS302,60,47,78.33
1006,STU0031,DS301,60,47,78.33
1007,STU0031,DS302,60,47,78.33
1008,STU0823,DS301,60,47,78.33
1009,STU0823,DS302,60,47,78.33
1010,STU0231,DS301,60,47,78.33
1011,STU0231,DS302,60,47,78.33
1012,STU0831,DS301,60,47,78.33
1013,STU0831,DS302,60,47,78.33
1014,STU0223,DS301,60,47,78.33
1015,STU0223,DS302,60,47,78.33
1016,STU0839,DS301,60,47,78.33
1017,STU0839,DS302,60,47,78.33
1018,STU0215,DS301,60,47,78.33
1019,STU0215,DS302,60,47,78.33
1020,STU0207,DS301,60,47,78.33
1021,STU0207,DS302,60,47,78.33
1022,STU0847,DS301,60,47,78.33
1023,STU0847,DS302,60,47,78.33
1024,STU0199,DS301,60,47,78.33
1025,STU0199,DS302,60,47,78.33
1026,STU0855,DS301,60,47,78.33
1027,STU0855,DS302,60,47,78.33
1028,STU0191,DS301,60,47,78.33
1029,STU0191,DS302,60,47,78.33
1030,STU0983,DS301,60,47,78.33
1031,STU0983,DS302,60,47,78.33
1032,STU0863,DS301,60,47,78.33
1033,STU0863,DS302,60,47,78.33
1034,STU0183,DS301,60,47,78.33
1035,STU0183,DS302,60,47,78.33
1036,STU0175,DS301,60,47,78.33
1037,STU0175,DS302,60,47,78.33
1038,STU0871,DS301,60,47,78.33
1039,STU0871,DS302,60,47,78.33
1040,STU0167,DS301,60,47,78.33
1041,STU0167,DS302,60,47,78.33
1042,STU0023,DS301,60,47,78.33
1043,STU0023,DS302,60,47,78.33
1044,STU0879,DS301,60,47,78.33
1045,STU0879,DS302,60,47,78.33
1046,STU0159,DS301,60,47,78.33
1047,STU0159,DS302,60,47,78.33
1048,STU0887,DS301,60,47,78.33
1049,STU0887,DS302,60,47,78.33
1050,STU0151,DS301,60,47,78.33
1051,STU0151,DS302,60,47,78.33
1052,STU0143,DS301,60,47,78.33
1053,STU0143,DS302,60,47,78.33
1054,STU0895,DS301,60,47,78.33
1055,STU0895,DS302,60,47,78.33
1056,STU0135,DS301,60,47,78.33
1057,STU0135,DS302,60,47,78.33
1058,STU0015,DS301,60,47,78.33
1059,STU0015,DS302,60,47,78.33
1060,STU0903,DS301,60,47,78.33
1061,STU0903,DS302,60,47,78.33
1062,STU0127,DS301,60,47,78.33
1063,STU0127,DS302,60,47,78.33
1064,STU0999,DS301,60,47,78.33
1065,STU0999,DS302,60,47,78.33
1066,STU0911,DS301,60,47,78.33
1067,STU0911,DS302,60,47,78.33
1068,STU0119,DS301,60,47,78.33
1069,STU0119,DS302,60,47,78.33
1070,STU0111,DS301,60,47,78.33
1071,STU0111,DS302,60,47,78.33
1072,STU0919,DS301,60,47,78.33
1073,STU0919,DS302,60,47,78.33
1074,STU0103,DS301,60,47,78.33
1075,STU0103,DS302,60,47,78.33
1076,STU0991,DS301,60,47,78.33
1077,STU0991,DS302,60,47,78.33
1078,STU0927,DS301,60,47,78.33
1079,STU0927,DS302,60,47,78.33
1080,STU0095,DS301,60,47,78.33
1081,STU0095,DS302,60,47,78.33
1082,STU0935,DS301,60,47,78.33
1083,STU0935,DS302,60,47,78.33
1084,STU0087,DS301,60,47,78.33
1085,STU0087,DS302,60,47,78.33
1086,STU0079,DS301,60,47,78.33
1087,STU0079,DS302,60,47,78.33
1088,STU0943,DS301,60,47,78.33
1089,STU0943,DS302,60,47,78.33
1090,STU0071,DS301,60,47,78.33
1091,STU0071,DS302,60,47,78.33
1092,STU0575,DS301,60,47,78.33
1093,STU0575,DS302,60,47,78.33
1094,STU0567,DS301,60,47,78.33
1095,STU0567,DS302,60,47,78.33
1096,STU0559,DS301,60,47,78.33
1097,STU0559,DS302,60,47,78.33
1098,STU0583,DS301,60,47,78.33
1099,STU0583,DS302,60,47,78.33
1100,STU0551,DS301,60,47,78.33
1101,STU0551,DS302,60,47,78.33
1102,STU0591,DS301,60,47,78.33
1103,STU0591,DS302,60,47,78.33
1104,STU0543,DS301,60,47,78.33
1105,STU0543,DS302,60,47,78.33
1106,STU0599,DS301,60,47,78.33
1107,STU0599,DS302,60,47,78.33
1108,STU0535,DS301,60,47,78.33
1109,STU0535,DS302,60,47,78.33
1110,STU0527,DS301,60,47,78.33
1111,STU0527,DS302,60,47,78.33
1112,STU0951,DS301,60,47,78.33
1113,STU0951,DS302,60,47,78.33
1114,STU0607,DS301,60,47,78.33
1115,STU0607,DS302,60,47,78.33
1116,STU0519,DS301,60,47,78.33
1117,STU0519,DS302,60,47,78.33
1118,STU0615,DS301,60,47,78.33
1119,STU0615,DS302,60,47,78.33
1120,STU0511,DS301,60,47,78.33
1121,STU0511,DS302,60,47,78.33
1122,STU0623,DS301,60,47,78.33
1123,STU0623,DS302,60,47,78.33
1124,STU0503,DS301,60,47,78.33
1125,STU0503,DS302,60,47,78.33
1126,STU0752,AI401,60,47,78.33
1127,STU0584,AI401,60,47,78.33
1128,STU0336,AI401,60,47,78.33
1129,STU0448,AI401,60,47,78.33
1130,STU0880,AI401,60,47,78.33
1131,STU0160,AI401,60,47,78.33
1132,STU0552,AI401,60,47,78.33
1133,STU0744,AI401,60,47,78.33
1134,STU0152,AI401,60,47,78.33
1135,STU0968,AI401,60,47,78.33
1136,STU0344,AI401,60,47,78.33
1137,STU0952,AI401,60,47,78.33
1138,STU0888,AI401,60,47,78.33
1139,STU0664,AI401,60,47,78.33
1140,STU0352,AI401,60,47,78.33
1141,STU0144,AI401,60,47,78.33
1142,STU0008,AI401,60,47,78.33
1143,STU0016,AI401,60,47,78.33
1144,STU0736,AI401,60,47,78.33
1145,STU0456,AI401,60,47,78.33
1146,STU0896,AI401,60,47,78.33
1147,STU0360,AI401,60,47,78.33
1148,STU0136,AI401,60,47,78.33
1149,STU0488,AI401,60,47,78.33
1150,STU0728,AI401,60,47,78.33
1151,STU0592,AI401,60,47,78.33
1152,STU0368,AI401,60,47,78.33
1153,STU0544,AI401,60,47,78.33
1154,STU0904,AI401,60,47,78.33
1155,STU0128,AI401,60,47,78.33
1156,STU0496,AI401,60,47,78.33
1157,STU0720,AI401,60,47,78.33
1158,STU0120,AI401,60,47,78.33
1159,STU0656,AI401,60,47,78.33
1160,STU0376,AI401,60,47,78.33
1161,STU0536,AI401,60,47,78.33
1162,STU0912,AI401,60,47,78.33
1163,STU0464,AI401,60,47,78.33
1164,STU0384,AI401,60,47,78.33
1165,STU0112,AI401,60,47,78.33
1166,STU0648,AI401,60,47,78.33
1167,STU0712,AI401,60,47,78.33
1168,STU0392,AI401,60,47,78.33
1169,STU0616,AI401,60,47,78.33
1170,STU0920,AI401,60,47,78.33
1171,STU0704,AI401,60,47,78.33
1172,STU0104,AI401,60,47,78.33
1173,STU0600,AI401,60,47,78.33
1174,STU0048,AI401,60,47,78.33
1175,STU0512,AI401,60,47,78.33
1176,STU0400,AI401,60,47,78.33
1177,STU0056,AI401,60,47,78.33
1178,STU0928,AI401,60,47,78.33
1179,STU0096,AI401,60,47,78.33
1180,STU0528,AI401,60,47,78.33
1181,STU0696,AI401,60,47,78.33
1182,STU0088,AI401,60,47,78.33
1183,STU0992,AI401,60,47,78.33
1184,STU0408,AI401,60,47,78.33
1185,STU0624,AI401,60,47,78.33
1186,STU0936,AI401,60,47,78.33
1187,STU0632,AI401,60,47,78.33
1188,STU0032,AI401,60,47,78.33
1189,STU0248,AI401,60,47,78.33
1190,STU0416,AI401,60,47,78.33
1191,STU0816,AI401,60,47,78.33
1192,STU0080,AI401,60,47,78.33
1193,STU0256,AI401,60,47,78.33
1194,STU0240,AI401,60,47,78.33
1195,STU0472,AI401,60,47,78.33
1196,STU0688,AI401,60,47,78.33
1197,STU0808,AI401,60,47,78.33
1198,STU0424,AI401,60,47,78.33
1199,STU0824,AI401,60,47,78.33
1200,STU0976,AI401,60,47,78.33
1201,STU0232,AI401,60,47,78.33
1202,STU0504,AI401,60,47,78.33
1203,STU0264,AI401,60,47,78.33
1204,STU0800,AI401,60,47,78.33
1205,STU0272,AI401,60,47,78.33
1206,STU0944,AI401,60,47,78.33
1207,STU0832,AI401,60,47,78.33
1208,STU0224,AI401,60,47,78.33
1209,STU0680,AI401,60,47,78.33
1210,STU0792,AI401,60,47,78.33
1211,STU0216,AI401,60,47,78.33
1212,STU0024,AI401,60,47,78.33
1213,STU0280,AI401,60,47,78.33
1214,STU0072,AI401,60,47,78.33
1215,STU0840,AI401,60,47,78.33
1216,STU0568,AI401,60,47,78.33
1217,STU0288,AI401,60,47,78.33
1218,STU0208,AI401,60,47,78.33
1219,STU0608,AI401,60,47,78.33
1220,STU0784,AI401,60,47,78.33
1221,STU1000,AI401,60,47,78.33
1222,STU0960,AI401,60,47,78.33
1223,STU0848,AI401,60,47,78.33
1224,STU0296,AI401,60,47,78.33
1225,STU0200,AI401,60,47,78.33
1226,STU0480,AI401,60,47,78.33
1227,STU0776,AI401,60,47,78.33
1228,STU0304,AI401,60,47,78.33
1229,STU0768,AI401,60,47,78.33
1230,STU0576,AI401,60,47,78.33
1231,STU0856,AI401,60,47,78.33
1232,STU0192,AI401,60,47,78.33
1233,STU0520,AI401,60,47,78.33
1234,STU0312,AI401,60,47,78.33
1235,STU0184,AI401,60,47,78.33
1236,STU0432,AI401,60,47,78.33
1237,STU0320,AI401,60,47,78.33
1238,STU0560,AI401,60,47,78.33
1239,STU0864,AI401,60,47,78.33
1240,STU0064,AI401,60,47,78.33
1241,STU0760,AI401,60,47,78.33
1242,STU0176,AI401,60,47,78.33
1243,STU0672,AI401,60,47,78.33
1244,STU0984,AI401,60,47,78.33
1245,STU0040,AI401,60,47,78.33
1246,STU0440,AI401,60,47,78.33
1247,STU0872,AI401,60,47,78.33
1248,STU0328,AI401,60,47,78.33
1249,STU0168,AI401,60,47,78.33
1250,STU0640,AI401,60,47,78.33
