assignment_id,student_id,subject_id,total_assignments,submitted,average_score
734,STU0869,CE101,6,5,63.60
735,STU0877,CE101,6,5,60.96
736,STU0885,CE101,6,5,70.65
737,STU0893,CE101,6,5,71.00
738,STU0901,CE101,6,5,71.58
739,STU0909,CE101,6,5,71.80
740,STU0917,CE101,6,5,82.22
741,STU0925,CE101,6,5,65.08
742,STU0933,CE101,6,5,71.12
743,STU0941,CE101,6,5,79.64
744,STU0949,CE101,6,5,68.98
745,STU0957,CE101,6,5,66.50
746,STU0965,CE101,6,5,58.82
747,STU0973,CE101,6,5,73.29
748,STU0981,CE101,6,5,76.93
749,STU0989,CE101,6,5,61.91
750,STU0997,CE101,6,5,65.17
751,STU0526,EE201,6,5,62.73
752,STU0166,EE201,6,5,82.26
753,STU0334,EE201,6,5,68.86
754,STU0174,EE201,6,5,73.46
755,STU0670,EE201,6,5,67.46
756,STU0326,EE201,6,5,78.44
757,STU0870,EE201,6,5,59.11
758,STU0758,EE201,6,5,80.67
759,STU0510,EE201,6,5,83.19
760,STU0182,EE201,6,5,74.59
761,STU0862,EE201,6,5,77.33
762,STU0070,EE201,6,5,68.52
763,STU0318,EE201,6,5,68.31
764,STU0190,EE201,6,5,80.53
765,STU0478,EE201,6,5,82.31
766,STU0766,EE201,6,5,60.40
767,STU0502,EE201,6,5,76.15
768,STU0854,EE201,6,5,65.35
769,STU0438,EE201,6,5,75.33
770,STU0310,EE201,6,5,78.36
771,STU0982,EE201,6,5,60.75
772,STU0566,EE201,6,5,59.75
773,STU0038,EE201,6,5,70.47
774,STU0774,EE201,6,5,64.94
775,STU0606,EE201,6,5,58.92
776,STU0198,EE201,6,5,69.91
777,STU0302,EE201,6,5,76.00
778,STU0206,EE201,6,5,65.80
779,STU0574,EE201,6,5,68.14
780,STU0294,EE201,6,5,77.75
781,STU0846,EE201,6,5,81.84
782,STU0782,EE201,6,5,74.01
783,STU0678,EE201,6,5,61.34
784,STU0998,EE201,6,5,59.70
785,STU0214,EE201,6,5,60.82
786,STU0534,EE201,6,5,70.25
787,STU0286,EE201,6,5,77.24
788,STU0838,EE201,6,5,79.88
789,STU0974,EE201,6,5,68.80
790,STU0790,EE201,6,5,72.91
791,STU0078,EE201,6,5,77.99
792,STU0222,EE201,6,5,80.44
793,STU0430,EE201,6,5,72.78
794,STU0278,EE201,6,5,75.03
795,STU0830,EE201,6,5,71.04
796,STU0942,EE201,6,5,61.42
797,STU0646,EE201,6,5,66.77
798,STU0798,EE201,6,5,69.13
799,STU0422,EE201,6,5,73.51
800,STU0030,EE201,6,5,70.50
801,STU0270,EE201,6,5,59.50
802,STU0230,EE201,6,5,73.01
803,STU0494,EE201,6,5,79.54
804,STU0262,EE201,6,5,76.36
805,STU0238,EE201,6,5,72.21
806,STU0806,EE201,6,5,65.56
807,STU0686,EE201,6,5,63.07
808,STU0822,EE201,6,5,62.08
809,STU0246,EE201,6,5,69.58
810,STU0598,EE201,6,5,72.71
811,STU0254,EE201,6,5,74.00
812,STU0814,EE201,6,5,71.22
813,STU0014,EE201,6,5,61.05
814,STU0086,EE201,6,5,66.31
815,STU0614,EE201,6,5,77.34
816,STU0414,EE201,6,5,80.77
817,STU0934,EE201,6,5,81.01
818,STU0054,EE201,6,5,71.94
819,STU0694,EE201,6,5,68.08
820,STU0470,EE201,6,5,75.48
821,STU0094,EE201,6,5,83.14
822,STU0950,EE201,6,5,74.59
823,STU0406,EE201,6,5,80.45
824,STU0926,EE201,6,5,74.01
825,STU0630,EE201,6,5,71.54
826,STU0102,EE201,6,5,63.93
827,STU0702,EE201,6,5,60.70
828,STU0486,EE201,6,5,78.32
829,STU0110,EE201,6,5,77.09
830,STU0398,EE201,6,5,77.71
831,STU0918,EE201,6,5,76.09
832,STU0654,EE201,6,5,81.10
833,STU0390,EE201,6,5,78.31
834,STU0062,EE201,6,5,74.39
835,STU0710,EE201,6,5,64.79
836,STU0542,EE201,6,5,59.76
837,STU0990,EE201,6,5,59.67
838,STU0118,EE201,6,5,75.21
839,STU0462,EE201,6,5,64.54
840,STU0382,EE201,6,5,81.19
841,STU0910,EE201,6,5,69.14
842,STU0006,EE201,6,5,67.85
843,STU0718,EE201,6,5,62.63
844,STU0590,EE201,6,5,76.35
845,STU0126,EE201,6,5,64.89
846,STU0638,EE201,6,5,62.19
847,STU0374,EE201,6,5,79.89
848,STU0902,EE201,6,5,69.20
849,STU0454,EE201,6,5,79.85
850,STU0966,EE201,6,5,78.38
851,STU0726,EE201,6,5,64.51
852,STU0958,EE201,6,5,82.55
853,STU0134,EE201,6,5,61.67
854,STU0366,EE201,6,5,79.19
855,STU0142,EE201,6,5,77.72
856,STU0662,EE201,6,5,65.89
857,STU0358,EE201,6,5,83.03
858,STU0622,EE201,6,5,75.19
859,STU0734,EE201,6,5,73.93
860,STU0550,EE201,6,5,69.47
861,STU0894,EE201,6,5,66.57
862,STU0150,EE201,6,5,68.93
863,STU0558,EE201,6,5,58.47
864,STU0350,EE201,6,5,60.61
865,STU0886,EE201,6,5,62.42
866,STU0022,EE201,6,5,61.94
867,STU0742,EE201,6,5,67.02
868,STU0518,EE201,6,5,79.24
869,STU0158,EE201,6,5,77.33
870,STU0446,EE201,6,5,59.18
871,STU0342,EE201,6,5,63.26
872,STU0878,EE201,6,5,64.96
873,STU0582,EE201,6,5,81.92
874,STU0046,EE201,6,5,80.11
875,STU0750,EE201,6,5,74.06
876,STU0767,DS301,6,5,81.00
877,STU0767,DS302,6,5,59.65
878,STU0495,DS301,6,5,59.17
879,STU0495,DS302,6,5,62.15
880,STU0063,DS301,6,5,69.62
881,STU0063,DS302,6,5,65.83
882,STU0631,DS301,6,5,65.65
883,STU0631,DS302,6,5,73.91
884,STU0487,DS301,6,5,81.10
885,STU0487,DS302,6,5,67.57
886,STU0639,DS301,6,5,59.35
887,STU0639,DS302,6,5,80.87
888,STU0479,DS301,6,5,75.33
889,STU0479,DS302,6,5,64.79
890,STU0647,DS301,6,5,70.12
891,STU0647,DS302,6,5,71.60
892,STU0471,DS301,6,5,71.06
893,STU0471,DS302,6,5,61.63
894,STU0463,DS301,6,5,68.94
895,STU0463,DS302,6,5,65.13
896,STU0007,DS301,6,5,83.11
897,STU0007,DS302,6,5,73.71
898,STU0655,DS301,6,5,61.73
899,STU0655,DS302,6,5,68.33
900,STU0455,DS301,6,5,73.65
901,STU0455,DS302,6,5,73.12
902,STU0663,DS301,6,5,68.01
903,STU0663,DS302,6,5,63.21
904,STU0447,DS301,6,5,68.04
905,STU0447,DS302,6,5,80.57
906,STU0959,DS301,6,5,68.96
907,STU0959,DS302,6,5,66.18
908,STU0671,DS301,6,5,61.99
909,STU0671,DS302,6,5,74.13
910,STU0439,DS301,6,5,68.06
911,STU0439,DS302,6,5,76.97
912,STU0431,DS301,6,5,66.02
913,STU0431,DS302,6,5,73.05
914,STU0679,DS301,6,5,76.56
915,STU0679,DS302,6,5,73.14
916,STU0423,DS301,6,5,60.09
917,STU0423,DS302,6,5,70.22
918,STU0055,DS301,6,5,82.41
919,STU0055,DS302,6,5,62.13
920,STU0687,DS301,6,5,60.20
921,STU0687,DS302,6,5,63.82
922,STU0415,DS301,6,5,65.12
923,STU0415,DS302,6,5,60.20
924,STU0695,DS301,6,5,69.63
925,STU0695,DS302,6,5,78.01
926,STU0407,DS301,6,5,77.03
927,STU0407,DS302,6,5,59.33
928,STU0399,DS301,6,5,61.64
929,STU0399,DS302,6,5,58.35
930,STU0703,DS301,6,5,78.86
931,STU0703,DS302,6,5,62.74
932,STU0391,DS301,6,5,59.41
933,STU0391,DS302,6,5,72.03
934,STU0047,DS301,6,5,79.15
935,STU0047,DS302,6,5,60.94
936,STU0711,DS301,6,5,66.27
937,STU0711,DS302,6,5,69.95
938,STU0383,DS301,6,5,68.39
939,STU0383,DS302,6,5,66.93
940,STU0719,DS301,6,5,82.46
941,STU0719,DS302,6,5,70.76
942,STU0375,DS301,6,5,73.16
943,STU0375,DS302,6,5,68.76
944,STU0367,DS301,6,5,68.61
945,STU0367,DS302,6,5,63.24
946,STU0727,DS301,6,5,75.62
947,STU0727,DS302,6,5,72.23
948,STU0359,DS301,6,5,76.68
949,STU0359,DS302,6,5,74.84
950,STU0967,DS301,6,5,62.54
951,STU0967,DS302,6,5,64.18
952,STU0735,DS301,6,5,67.16
953,STU0735,DS302,6,5,63.79
954,STU0351,DS301,6,5,67.43
955,STU0351,DS302,6,5,62.92
956,STU0743,DS301,6,5,76.65
957,STU0743,DS302,6,5,78.82
958,STU0343,DS301,6,5,72.03
959,STU0343,DS302,6,5,68.94
960,STU0335,DS301,6,5,73.10
961,STU0335,DS302,6,5,67.16
962,STU0751,DS301,6,5,75.96
963,STU0751,DS302,6,5,64.39
964,STU0327,DS301,6,5,82.00
965,STU0327,DS302,6,5,79.36
966,STU0759,DS301,6,5,80.28
967,STU0759,DS302,6,5,81.77
968,STU0319,DS301,6,5,67.15
969,STU0319,DS302,6,5,72.01
970,STU0039,DS301,6,5,73.08
971,STU0039,DS302,6,5,69.04
972,STU0311,DS301,6,5,61.87
973,STU0311,DS302,6,5,69.35
974,STU0303,DS301,6,5,68.75
975,STU0303,DS302,6,5,75.39
976,STU0775,DS301,6,5,75.93
977,STU0775,DS302,6,5,72.63
978,STU0295,DS301,6,5,75.40
979,STU0295,DS302,6,5,80.45
980,STU0783,DS301,6,5,80.96
981,STU0783,DS302,6,5,74.35
982,STU0287,DS301,6,5,80.81
983,STU0287,DS302,6,5,62.46
984,STU0791,DS301,6,5,75.72
985,STU0791,DS302,6,5,58.61
986,STU0279,DS301,6,5,65.93
987,STU0279,DS302,6,5,77.39
988,STU0271,DS301,6,5,72.59
989,STU0271,DS302,6,5,63.03
990,STU0975,DS301,6,5,83.12
991,STU0975,DS302,6,5,71.82
992,STU0799,DS301,6,5,73.97
993,STU0799,DS302,6,5,65.30
994,STU0263,DS301,6,5,58.70
995,STU0263,DS302,6,5,75.27
996,STU0807,DS301,6,5,76.77
997,STU0807,DS302,6,5,81.82
998,STU0255,DS301,6,5,69.07
999,STU0255,DS302,6,5,73.33
1000,STU0815,DS301,6,5,68.01
1001,STU0815,DS302,6,5,65.99
1002,STU0247,DS301,6,5,72.78
1003,STU0247,DS302,6,5,79.90
1004,STU0239,DS301,6,5,63.94
1005,STU0239,DS302,6,5,68.13
1006,STU0031,DS301,6,5,70.93
1007,STU0031,DS302,6,5,79.93
1008,STU0823,DS301,6,5,64.76
1009,STU0823,DS302,6,5,77.47
1010,STU0231,DS301,6,5,71.18
1011,STU0231,DS302,6,5,81.54
1012,STU0831,DS301,6,5,68.17
1013,STU0831,DS302,6,5,60.06
1014,STU0223,DS301,6,5,61.65
1015,STU0223,DS302,6,5,62.74
1016,STU0839,DS301,6,5,65.16
1017,STU0839,DS302,6,5,64.22
1018,STU0215,DS301,6,5,81.40
1019,STU0215,DS302,6,5,81.24
1020,STU0207,DS301,6,5,81.50
1021,STU0207,DS302,6,5,68.91
1022,STU0847,DS301,6,5,76.47
1023,STU0847,DS302,6,5,70.34
1024,STU0199,DS301,6,5,62.95
1025,STU0199,DS302,6,5,63.84
1026,STU0855,DS301,6,5,77.97
1027,STU0855,DS302,6,5,61.91
1028,STU0191,DS301,6,5,82.32
1029,STU0191,DS302,6,5,67.34
1030,STU0983,DS301,6,5,80.22
1031,STU0983,DS302,6,5,70.26
1032,STU0863,DS301,6,5,70.71
1033,STU0863,DS302,6,5,82.89
1034,STU0183,DS301,6,5,69.05
1035,STU0183,DS302,6,5,80.99
1036,STU0175,DS301,6,5,68.86
1037,STU0175,DS302,6,5,73.17
1038,STU0871,DS301,6,5,77.15
1039,STU0871,DS302,6,5,78.27
1040,STU0167,DS301,6,5,63.58
1041,STU0167,DS302,6,5,75.01
1042,STU0023,DS301,6,5,62.49
1043,STU0023,DS302,6,5,70.59
1044,STU0879,DS301,6,5,75.55
1045,STU0879,DS302,6,5,68.26
1046,STU0159,DS301,6,5,68.12
1047,STU0159,DS302,6,5,74.21
1048,STU0887,DS301,6,5,74.60
1049,STU0887,DS302,6,5,64.51
1050,STU0151,DS301,6,5,59.71
1051,STU0151,DS302,6,5,68.39
1052,STU0143,DS301,6,5,58.79
1053,STU0143,DS302,6,5,74.34
1054,STU0895,DS301,6,5,82.95
1055,STU0895,DS302,6,5,74.85
1056,STU0135,DS301,6,5,61.12
1057,STU0135,DS302,6,5,73.61
1058,STU0015,DS301,6,5,82.23
1059,STU0015,DS302,6,5,70.70
1060,STU0903,DS301,6,5,77.83
1061,STU0903,DS302,6,5,79.83
1062,STU0127,DS301,6,5,79.58
1063,STU0127,DS302,6,5,77.94
1064,STU0999,DS301,6,5,73.12
1065,STU0999,DS302,6,5,76.05
1066,STU0911,DS301,6,5,72.57
1067,STU0911,DS302,6,5,66.38
1068,STU0119,DS301,6,5,81.86
1069,STU0119,DS302,6,5,71.02
1070,STU0111,DS301,6,5,63.34
1071,STU0111,DS302,6,5,68.61
1072,STU0919,DS301,6,5,63.51
1073,STU0919,DS302,6,5,78.24
1074,STU0103,DS301,6,5,81.38
1075,STU0103,DS302,6,5,81.81
1076,STU0991,DS301,6,5,78.67
1077,STU0991,DS302,6,5,58.65
1078,STU0927,DS301,6,5,60.76
1079,STU0927,DS302,6,5,60.09
1080,STU0095,DS301,6,5,75.00
1081,STU0095,DS302,6,5,67.44
1082,STU0935,DS301,6,5,69.39
1083,STU0935,DS302,6,5,81.22
1084,STU0087,DS301,6,5,77.89
1085,STU0087,DS302,6,5,68.60
1086,STU0079,DS301,6,5,72.43
1087,STU0079,DS302,6,5,60.70
1088,STU0943,DS301,6,5,61.28
1089,STU0943,DS302,6,5,82.80
1090,STU0071,DS301,6,5,77.50
1091,STU0071,DS302,6,5,80.93
1092,STU0575,DS301,6,5,69.37
1093,STU0575,DS302,6,5,71.86
1094,STU0567,DS301,6,5,75.13
1095,STU0567,DS302,6,5,74.66
1096,STU0559,DS301,6,5,79.18
1097,STU0559,DS302,6,5,67.98
1098,STU0583,DS301,6,5,63.86
1099,STU0583,DS302,6,5,58.34
1100,STU0551,DS301,6,5,73.13
1101,STU0551,DS302,6,5,72.41
1102,STU0591,DS301,6,5,61.68
1103,STU0591,DS302,6,5,66.14
1104,STU0543,DS301,6,5,80.65
1105,STU0543,DS302,6,5,69.79
1106,STU0599,DS301,6,5,69.12
1107,STU0599,DS302,6,5,66.09
1108,STU0535,DS301,6,5,73.16
1109,STU0535,DS302,6,5,65.45
1110,STU0527,DS301,6,5,65.99
1111,STU0527,DS302,6,5,77.14
1112,STU0951,DS301,6,5,64.36
1113,STU0951,DS302,6,5,58.90
1114,STU0607,DS301,6,5,60.63
1115,STU0607,DS302,6,5,70.41
1116,STU0519,DS301,6,5,65.92
1117,STU0519,DS302,6,5,65.96
1118,STU0615,DS301,6,5,65.10
1119,STU0615,DS302,6,5,83.19
1120,STU0511,DS301,6,5,65.11
1121,STU0511,DS302,6,5,61.26
1122,STU0623,DS301,6,5,75.16
1123,STU0623,DS302,6,5,62.45
1124,STU0503,DS301,6,5,67.30
1125,STU0503,DS302,6,5,73.27
1126,STU0752,AI401,6,5,73.24
1127,STU0584,AI401,6,5,76.21
1128,STU0336,AI401,6,5,66.66
1129,STU0448,AI401,6,5,77.04
1130,STU0880,AI401,6,5,62.42
1131,STU0160,AI401,6,5,81.62
1132,STU0552,AI401,6,5,80.02
1133,STU0744,AI401,6,5,71.34
1134,STU0152,AI401,6,5,66.99
1135,STU0968,AI401,6,5,58.63
1136,STU0344,AI401,6,5,79.75
1137,STU0952,AI401,6,5,79.94
1138,STU0888,AI401,6,5,75.44
1139,STU0664,AI401,6,5,59.86
1140,STU0352,AI401,6,5,81.75
1141,STU0144,AI401,6,5,77.23
1142,STU0008,AI401,6,5,78.60
1143,STU0016,AI401,6,5,65.52
1144,STU0736,AI401,6,5,64.89
1145,STU0456,AI401,6,5,58.46
1146,STU0896,AI401,6,5,72.29
1147,STU0360,AI401,6,5,70.65
1148,STU0136,AI401,6,5,73.42
1149,STU0488,AI401,6,5,77.55
1150,STU0728,AI401,6,5,68.27
1151,STU0592,AI401,6,5,59.78
1152,STU0368,AI401,6,5,74.34
1153,STU0544,AI401,6,5,69.27
1154,STU0904,AI401,6,5,83.13
1155,STU0128,AI401,6,5,61.98
1156,STU0496,AI401,6,5,66.75
1157,STU0720,AI401,6,5,64.72
1158,STU0120,AI401,6,5,80.09
1159,STU0656,AI401,6,5,82.16
1160,STU0376,AI401,6,5,76.00
1161,STU0536,AI401,6,5,61.97
1162,STU0912,AI401,6,5,72.56
1163,STU0464,AI401,6,5,71.58
1164,STU0384,AI401,6,5,64.86
1165,STU0112,AI401,6,5,76.52
1166,STU0648,AI401,6,5,79.35
1167,STU0712,AI401,6,5,77.43
1168,STU0392,AI401,6,5,58.93
1169,STU0616,AI401,6,5,73.02
1170,STU0920,AI401,6,5,75.16
1171,STU0704,AI401,6,5,80.13
1172,STU0104,AI401,6,5,64.10
1173,STU0600,AI401,6,5,66.52
1174,STU0048,AI401,6,5,65.43
1175,STU0512,AI401,6,5,69.78
1176,STU0400,AI401,6,5,60.94
1177,STU0056,AI401,6,5,80.08
1178,STU0928,AI401,6,5,59.53
1179,STU0096,AI401,6,5,61.34
1180,STU0528,AI401,6,5,73.62
1181,STU0696,AI401,6,5,62.04
1182,STU0088,AI401,6,5,80.83
1183,STU0992,AI401,6,5,63.23
1184,STU0408,AI401,6,5,71.22
1185,STU0624,AI401,6,5,64.93
1186,STU0936,AI401,6,5,76.26
1187,STU0632,AI401,6,5,76.00
1188,STU0032,AI401,6,5,66.18
1189,STU0248,AI401,6,5,70.33
1190,STU0416,AI401,6,5,77.29
1191,STU0816,AI401,6,5,69.85
1192,STU0080,AI401,6,5,70.64
1193,STU0256,AI401,6,5,68.26
1194,STU0240,AI401,6,5,70.21
1195,STU0472,AI401,6,5,72.96
1196,STU0688,AI401,6,5,60.69
1197,STU0808,AI401,6,5,67.30
1198,STU0424,AI401,6,5,70.96
1199,STU0824,AI401,6,5,60.03
1200,STU0976,AI401,6,5,80.53
1201,STU0232,AI401,6,5,83.14
1202,STU0504,AI401,6,5,74.75
1203,STU0264,AI401,6,5,65.16
1204,STU0800,AI401,6,5,58.92
1205,STU0272,AI401,6,5,63.84
1206,STU0944,AI401,6,5,60.97
1207,STU0832,AI401,6,5,63.91
1208,STU0224,AI401,6,5,82.24
1209,STU0680,AI401,6,5,65.49
1210,STU0792,AI401,6,5,62.25
1211,STU0216,AI401,6,5,81.70
1212,STU0024,AI401,6,5,61.11
1213,STU0280,AI401,6,5,70.54
1214,STU0072,AI401,6,5,64.12
1215,STU0840,AI401,6,5,61.46
1216,STU0568,AI401,6,5,58.35
1217,STU0288,AI401,6,5,60.81
1218,STU0208,AI401,6,5,72.15
1219,STU0608,AI401,6,5,58.93
1220,STU0784,AI401,6,5,60.63
1221,STU1000,AI401,6,5,81.82
1222,STU0960,AI401,6,5,65.80
1223,STU0848,AI401,6,5,58.77
1224,STU0296,AI401,6,5,58.62
1225,STU0200,AI401,6,5,74.54
1226,STU0480,AI401,6,5,70.16
1227,STU0776,AI401,6,5,74.14
1228,STU0304,AI401,6,5,61.95
1229,STU0768,AI401,6,5,79.39
1230,STU0576,AI401,6,5,60.02
1231,STU0856,AI401,6,5,59.97
1232,STU0192,AI401,6,5,71.27
1233,STU0520,AI401,6,5,78.35
1234,STU0312,AI401,6,5,70.81
1235,STU0184,AI401,6,5,75.99
1236,STU0432,AI401,6,5,61.74
1237,STU0320,AI401,6,5,65.78
1238,STU0560,AI401,6,5,73.66
1239,STU0864,AI401,6,5,71.32
1240,STU0064,AI401,6,5,82.74
1241,STU0760,AI401,6,5,63.58
1242,STU0176,AI401,6,5,60.98
1243,STU0672,AI401,6,5,73.75
1244,STU0984,AI401,6,5,71.59
1245,STU0040,AI401,6,5,64.72
1246,STU0440,AI401,6,5,80.82
1247,STU0872,AI401,6,5,78.64
1248,STU0328,AI401,6,5,80.98
1249,STU0168,AI401,6,5,76.22
1250,STU0640,AI401,6,5,74.39
