placement_id,student_id,company_name,job_role,package_lpa,placement_date,status
394,STU0921,Cognizant,System Engineer,6.56,2025-10-03,Placed
395,STU0923,HCL Technologies,Data Analyst,4.92,2025-09-18,Offer Received
396,STU0925,Wipro,Cyber Security Analyst,11.50,2025-08-28,Placed
397,STU0926,IBM,Cyber Security Analyst,6.00,2025-11-04,Placed
398,STU0930,TCS,Cloud Engineer,4.64,2025-07-05,Placed
399,STU0933,Tech Mahindra,Data Scientist,6.18,2025-07-11,Placed
400,STU0934,Accenture,Web Developer,13.33,2025-09-02,Placed
401,STU0935,HCL Technologies,Software Developer,11.21,2025-10-06,Placed
402,STU0936,Deloitte,Data Analyst,6.65,2025-10-24,Placed
403,STU0939,Capgemini,Software Developer,6.93,2025-11-25,Placed
404,STU0943,Infosys,Data Scientist,15.47,2025-07-04,Placed
405,STU0946,Infosys,System Engineer,9.43,2025-12-23,Offer Received
406,STU0947,Microsoft,Web Developer,8.79,2025-09-30,Placed
407,STU0951,Wipro,System Engineer,6.54,2025-11-27,Placed
408,STU0954,TCS,Web Developer,15.04,2025-09-19,Placed
409,STU0955,Tech Mahindra,Cloud Engineer,9.37,2025-07-12,Placed
410,STU0956,IBM,Business Analyst,10.36,2025-09-13,Placed
411,STU0961,TCS,Cloud Engineer,12.73,2025-11-26,Offer Received
412,STU0964,Accenture,Web Developer,14.94,2025-10-22,Placed
413,STU0965,Infosys,Data Scientist,9.49,2025-09-16,Placed
414,STU0967,HCL Technologies,System Engineer,7.01,2025-12-04,Placed
415,STU0968,Microsoft,Software Developer,12.19,2025-11-25,Offer Received
416,STU0969,Microsoft,Business Analyst,14.32,2025-09-03,Placed
417,STU0970,Capgemini,Software Developer,4.65,2025-11-21,Placed
418,STU0972,Deloitte,Data Scientist,7.44,2025-08-21,Placed
419,STU0975,HCL Technologies,Data Scientist,8.91,2025-07-08,Placed
420,STU0976,Accenture,Data Analyst,10.68,2025-10-21,Offer Received
421,STU0978,HCL Technologies,Cloud Engineer,5.82,2025-08-31,Placed
422,STU0984,Microsoft,Data Scientist,9.03,2025-09-28,Placed
423,STU0986,Accenture,Cloud Engineer,12.26,2025-09-08,Placed
424,STU0990,IBM,Data Analyst,3.80,2025-10-29,Offer Received
425,STU0991,Tech Mahindra,System Engineer,10.09,2025-12-19,Placed
426,STU0992,HCL Technologies,Business Analyst,13.00,2025-11-15,Placed
427,STU0997,Cognizant,Web Developer,8.99,2025-12-11,Placed
428,STU0998,Microsoft,System Engineer,8.65,2025-08-03,Placed
429,STU0999,Microsoft,Software Developer,14.65,2025-10-02,Placed
430,STU1000,TCS,Data Analyst,14.74,2025-10-07,Offer Received
