mark_id,student_id,subject_id,internal_marks,midterm_marks,final_marks,total_marks,grade
469,STU0939,EC301,12.00,25.00,43.00,80.00,A
470,STU0939,EC302,12.00,24.00,39.00,75.00,B+
471,STU0051,EC301,16.00,22.00,41.00,79.00,B+
472,STU0051,EC302,13.00,24.00,43.00,80.00,A
473,STU0083,EC301,14.00,21.00,35.00,70.00,B+
474,STU0083,EC302,12.00,23.00,40.00,75.00,B+
475,STU0475,EC301,13.00,23.00,38.00,74.00,B+
476,STU0475,EC302,15.00,23.00,43.00,81.00,A
477,STU0091,EC301,17.00,25.00,42.00,84.00,A
478,STU0091,EC302,12.00,22.00,44.00,78.00,B+
479,STU0003,EC301,17.00,25.00,38.00,80.00,A
480,STU0003,EC302,13.00,22.00,39.00,74.00,B+
481,STU0931,EC301,14.00,24.00,43.00,81.00,A
482,STU0931,EC302,15.00,22.00,34.00,71.00,B+
483,STU0699,EC301,15.00,22.00,43.00,80.00,A
484,STU0699,EC302,15.00,23.00,36.00,74.00,B+
485,STU0099,EC301,17.00,25.00,38.00,80.00,A
486,STU0099,EC302,15.00,26.00,40.00,81.00,A
487,STU0923,EC301,16.00,23.00,37.00,76.00,B+
488,STU0923,EC302,14.00,22.00,41.00,77.00,B+
489,STU0403,EC301,14.00,24.00,43.00,81.00,A
490,STU0403,EC302,16.00,24.00,37.00,77.00,B+
491,STU0107,EC301,16.00,23.00,37.00,76.00,B+
492,STU0107,EC302,17.00,23.00,42.00,82.00,A
493,STU0915,EC301,13.00,26.00,42.00,81.00,A
494,STU0915,EC302,14.00,21.00,43.00,78.00,B+
495,STU0115,EC301,15.00,25.00,41.00,81.00,A
496,STU0115,EC302,17.00,23.00,38.00,78.00,B+
497,STU0987,EC301,16.00,21.00,40.00,77.00,B+
498,STU0987,EC302,12.00,25.00,44.00,81.00,A
499,STU0123,EC301,16.00,24.00,35.00,75.00,B+
500,STU0123,EC302,13.00,23.00,37.00,73.00,B+
501,STU0716,ME401,15.00,22.00,44.00,81.00,A
502,STU0252,ME401,14.00,23.00,41.00,78.00,B+
503,STU0812,ME401,12.00,26.00,36.00,74.00,B+
504,STU0620,ME401,16.00,23.00,41.00,80.00,A
505,STU0956,ME401,16.00,26.00,37.00,79.00,B+
506,STU0244,ME401,15.00,23.00,39.00,77.00,B+
507,STU0012,ME401,13.00,24.00,39.00,76.00,B+
508,STU0508,ME401,14.00,22.00,44.00,80.00,A
509,STU0164,ME401,17.00,24.00,44.00,85.00,A
510,STU0052,ME401,16.00,22.00,34.00,72.00,B+
511,STU0436,ME401,13.00,24.00,40.00,77.00,B+
512,STU0380,ME401,15.00,26.00,37.00,78.00,B+
513,STU0820,ME401,15.00,24.00,42.00,81.00,A
514,STU0236,ME401,12.00,25.00,39.00,76.00,B+
515,STU0932,ME401,14.00,22.00,40.00,76.00,B+
516,STU0516,ME401,14.00,24.00,35.00,73.00,B+
517,STU0700,ME401,12.00,22.00,40.00,74.00,B+
518,STU0612,ME401,12.00,23.00,39.00,74.00,B+
519,STU0004,ME401,13.00,25.00,36.00,74.00,B+
520,STU0828,ME401,12.00,24.00,41.00,77.00,B+
521,STU0228,ME401,12.00,21.00,38.00,71.00,B+
522,STU0484,ME401,16.00,25.00,38.00,79.00,B+
523,STU0412,ME401,15.00,25.00,44.00,84.00,A
524,STU0524,ME401,12.00,26.00,37.00,75.00,B+
525,STU0220,ME401,13.00,24.00,35.00,72.00,B+
526,STU0644,ME401,15.00,22.00,37.00,74.00,B+
527,STU0604,ME401,17.00,21.00,40.00,78.00,B+
528,STU0092,ME401,13.00,23.00,41.00,77.00,B+
529,STU0692,ME401,12.00,21.00,42.00,75.00,B+
530,STU0676,ME401,14.00,26.00,43.00,83.00,A
531,STU0116,ME401,14.00,24.00,38.00,76.00,B+
532,STU0532,ME401,13.00,23.00,35.00,71.00,B+
533,STU0156,ME401,13.00,26.00,41.00,80.00,A
534,STU0836,ME401,15.00,24.00,37.00,76.00,B+
535,STU0028,ME401,12.00,21.00,38.00,71.00,B+
536,STU0596,ME401,15.00,21.00,40.00,76.00,B+
537,STU0124,ME401,17.00,24.00,40.00,81.00,A
538,STU0212,ME401,13.00,22.00,41.00,76.00,B+
539,STU0476,ME401,15.00,24.00,36.00,75.00,B+
540,STU0540,ME401,12.00,23.00,35.00,70.00,B+
541,STU0068,ME401,16.00,21.00,41.00,78.00,B+
542,STU0884,ME401,17.00,24.00,39.00,80.00,A
543,STU0844,ME401,13.00,23.00,36.00,72.00,B+
544,STU0388,ME401,14.00,23.00,43.00,80.00,A
545,STU0428,ME401,17.00,26.00,35.00,78.00,B+
546,STU0204,ME401,13.00,25.00,34.00,72.00,B+
547,STU0140,ME401,17.00,25.00,43.00,85.00,A
548,STU0548,ME401,17.00,21.00,35.00,73.00,B+
549,STU0852,ME401,12.00,22.00,40.00,74.00,B+
550,STU0588,ME401,16.00,25.00,42.00,83.00,A
551,STU0100,ME401,15.00,24.00,34.00,73.00,B+
552,STU0196,ME401,14.00,21.00,35.00,70.00,B+
553,STU0708,ME401,16.00,22.00,36.00,74.00,B+
554,STU0500,ME401,14.00,23.00,41.00,78.00,B+
555,STU0020,ME401,12.00,24.00,40.00,76.00,B+
556,STU0556,ME401,15.00,25.00,40.00,80.00,A
557,STU0948,ME401,17.00,21.00,36.00,74.00,B+
558,STU0924,ME401,17.00,25.00,39.00,81.00,A
559,STU0580,ME401,17.00,26.00,34.00,77.00,B+
560,STU0900,ME401,16.00,25.00,35.00,76.00,B+
561,STU0188,ME401,14.00,25.00,38.00,77.00,B+
562,STU0764,ME401,16.00,24.00,41.00,81.00,A
563,STU0660,ME401,16.00,22.00,44.00,82.00,A
564,STU0308,ME401,14.00,21.00,39.00,74.00,B+
565,STU0860,ME401,16.00,25.00,39.00,80.00,A
566,STU0316,ME401,17.00,21.00,43.00,81.00,A
567,STU0148,ME401,17.00,22.00,43.00,82.00,A
568,STU0564,ME401,16.00,21.00,35.00,72.00,B+
569,STU0452,ME401,17.00,26.00,38.00,81.00,A
570,STU0772,ME401,13.00,21.00,44.00,78.00,B+
571,STU0300,ME401,14.00,26.00,43.00,83.00,A
572,STU0780,ME401,16.00,26.00,43.00,85.00,A
573,STU0908,ME401,12.00,23.00,43.00,78.00,B+
574,STU0324,ME401,13.00,24.00,38.00,75.00,B+
575,STU0972,ME401,13.00,22.00,35.00,70.00,B+
576,STU0756,ME401,13.00,22.00,35.00,70.00,B+
577,STU0684,ME401,16.00,21.00,42.00,79.00,B+
578,STU0292,ME401,17.00,26.00,44.00,87.00,A
579,STU0996,ME401,12.00,21.00,38.00,71.00,B+
580,STU0284,ME401,14.00,22.00,41.00,77.00,B+
581,STU0980,ME401,15.00,25.00,38.00,78.00,B+
582,STU0332,ME401,16.00,26.00,38.00,80.00,A
583,STU0572,ME401,14.00,26.00,38.00,78.00,B+
584,STU0180,ME401,13.00,25.00,40.00,78.00,B+
585,STU0748,ME401,16.00,24.00,35.00,75.00,B+
586,STU0868,ME401,16.00,22.00,37.00,75.00,B+
587,STU0460,ME401,16.00,26.00,42.00,84.00,A
588,STU0788,ME401,13.00,23.00,40.00,76.00,B+
589,STU0892,ME401,12.00,25.00,43.00,80.00,A
590,STU0340,ME401,17.00,22.00,41.00,80.00,A
591,STU0044,ME401,12.00,23.00,43.00,78.00,B+
592,STU0036,ME401,12.00,21.00,43.00,76.00,B+
593,STU0420,ME401,14.00,26.00,39.00,79.00,B+
594,STU0740,ME401,16.00,26.00,39.00,81.00,A
595,STU0628,ME401,17.00,21.00,40.00,78.00,B+
596,STU0276,ME401,13.00,25.00,37.00,75.00,B+
597,STU0172,ME401,13.00,22.00,38.00,73.00,B+
598,STU0348,ME401,15.00,26.00,40.00,81.00,A
599,STU0108,ME401,13.00,22.00,41.00,76.00,B+
600,STU0076,ME401,12.00,24.00,39.00,75.00,B+
601,STU0796,ME401,12.00,24.00,37.00,73.00,B+
602,STU0652,ME401,15.00,26.00,35.00,76.00,B+
603,STU0988,ME401,13.00,22.00,35.00,70.00,B+
604,STU0444,ME401,15.00,24.00,34.00,73.00,B+
605,STU0396,ME401,13.00,22.00,36.00,71.00,B+
606,STU0356,ME401,16.00,22.00,42.00,80.00,A
607,STU0492,ME401,17.00,24.00,34.00,75.00,B+
608,STU0732,ME401,13.00,21.00,34.00,68.00,B
609,STU0940,ME401,17.00,21.00,35.00,73.00,B+
610,STU0268,ME401,17.00,23.00,37.00,77.00,B+
611,STU0804,ME401,16.00,22.00,44.00,82.00,A
612,STU0260,ME401,14.00,26.00,38.00,78.00,B+
613,STU0404,ME401,14.00,26.00,44.00,84.00,A
614,STU0364,ME401,14.00,23.00,39.00,76.00,B+
615,STU0964,ME401,15.00,21.00,35.00,71.00,B+
616,STU0916,ME401,15.00,25.00,34.00,74.00,B+
617,STU0724,ME401,17.00,24.00,40.00,81.00,A
618,STU0876,ME401,13.00,24.00,39.00,76.00,B+
619,STU0468,ME401,16.00,22.00,42.00,80.00,A
620,STU0636,ME401,16.00,22.00,35.00,73.00,B+
621,STU0132,ME401,14.00,24.00,37.00,75.00,B+
622,STU0372,ME401,16.00,23.00,38.00,77.00,B+
623,STU0084,ME401,13.00,22.00,38.00,73.00,B+
624,STU0668,ME401,12.00,25.00,34.00,71.00,B+
625,STU0060,ME401,16.00,23.00,41.00,80.00,A
626,STU0501,CE101,17.00,23.00,44.00,84.00,A
627,STU0005,CE101,15.00,22.00,40.00,77.00,B+
628,STU0013,CE101,12.00,24.00,37.00,73.00,B+
629,STU0021,CE101,14.00,23.00,36.00,73.00,B+
630,STU0029,CE101,14.00,22.00,36.00,72.00,B+
631,STU0037,CE101,14.00,25.00,35.00,74.00,B+
632,STU0045,CE101,14.00,25.00,39.00,78.00,B+
633,STU0053,CE101,17.00,25.00,43.00,85.00,A
634,STU0061,CE101,17.00,22.00,38.00,77.00,B+
635,STU0069,CE101,13.00,23.00,42.00,78.00,B+
636,STU0077,CE101,17.00,23.00,41.00,81.00,A
637,STU0085,CE101,16.00,21.00,34.00,71.00,B+
638,STU0093,CE101,15.00,24.00,39.00,78.00,B+
639,STU0101,CE101,13.00,25.00,38.00,76.00,B+
640,STU0109,CE101,12.00,26.00,40.00,78.00,B+
641,STU0117,CE101,16.00,23.00,43.00,82.00,A
642,STU0125,CE101,15.00,23.00,41.00,79.00,B+
643,STU0133,CE101,14.00,24.00,44.00,82.00,A
644,STU0141,CE101,14.00,25.00,39.00,78.00,B+
645,STU0149,CE101,15.00,25.00,38.00,78.00,B+
646,STU0157,CE101,17.00,21.00,34.00,72.00,B+
647,STU0165,CE101,12.00,23.00,41.00,76.00,B+
648,STU0173,CE101,12.00,26.00,39.00,77.00,B+
649,STU0181,CE101,14.00,21.00,41.00,76.00,B+
650,STU0189,CE101,12.00,22.00,40.00,74.00,B+
651,STU0197,CE101,13.00,25.00,43.00,81.00,A
652,STU0205,CE101,14.00,24.00,34.00,72.00,B+
653,STU0213,CE101,17.00,23.00,35.00,75.00,B+
654,STU0221,CE101,15.00,26.00,39.00,80.00,A
655,STU0229,CE101,15.00,22.00,42.00,79.00,B+
656,STU0237,CE101,13.00,24.00,43.00,80.00,A
657,STU0245,CE101,14.00,24.00,36.00,74.00,B+
658,STU0253,CE101,16.00,21.00,43.00,80.00,A
659,STU0261,CE101,17.00,25.00,37.00,79.00,B+
660,STU0269,CE101,16.00,23.00,34.00,73.00,B+
771,STU0982,EE201,17.00,25.00,43.00,85.00,A
661,STU0277,CE101,16.00,24.00,35.00,75.00,B+
662,STU0285,CE101,12.00,26.00,39.00,77.00,B+
663,STU0293,CE101,17.00,24.00,36.00,77.00,B+
664,STU0301,CE101,15.00,25.00,34.00,74.00,B+
665,STU0309,CE101,12.00,24.00,35.00,71.00,B+
666,STU0317,CE101,15.00,23.00,38.00,76.00,B+
667,STU0325,CE101,17.00,24.00,36.00,77.00,B+
668,STU0333,CE101,12.00,26.00,36.00,74.00,B+
669,STU0341,CE101,17.00,26.00,34.00,77.00,B+
670,STU0349,CE101,14.00,26.00,41.00,81.00,A
671,STU0357,CE101,16.00,24.00,41.00,81.00,A
672,STU0365,CE101,15.00,25.00,44.00,84.00,A
673,STU0373,CE101,14.00,21.00,38.00,73.00,B+
674,STU0381,CE101,15.00,24.00,40.00,79.00,B+
675,STU0389,CE101,17.00,21.00,42.00,80.00,A
676,STU0397,CE101,14.00,22.00,41.00,77.00,B+
677,STU0405,CE101,12.00,26.00,40.00,78.00,B+
678,STU0413,CE101,17.00,26.00,39.00,82.00,A
679,STU0421,CE101,13.00,21.00,35.00,69.00,B
680,STU0429,CE101,15.00,26.00,34.00,75.00,B+
681,STU0437,CE101,15.00,24.00,36.00,75.00,B+
682,STU0445,CE101,16.00,23.00,35.00,74.00,B+
683,STU0453,CE101,12.00,26.00,38.00,76.00,B+
684,STU0461,CE101,14.00,24.00,34.00,72.00,B+
685,STU0469,CE101,15.00,22.00,41.00,78.00,B+
686,STU0477,CE101,17.00,23.00,40.00,80.00,A
687,STU0485,CE101,17.00,24.00,36.00,77.00,B+
688,STU0493,CE101,16.00,25.00,37.00,78.00,B+
689,STU0509,CE101,14.00,25.00,41.00,80.00,A
690,STU0517,CE101,12.00,26.00,44.00,82.00,A
691,STU0525,CE101,15.00,23.00,39.00,77.00,B+
692,STU0533,CE101,13.00,23.00,36.00,72.00,B+
693,STU0541,CE101,15.00,21.00,40.00,76.00,B+
694,STU0549,CE101,12.00,26.00,40.00,78.00,B+
695,STU0557,CE101,17.00,21.00,36.00,74.00,B+
696,STU0565,CE101,13.00,23.00,44.00,80.00,A
697,STU0573,CE101,12.00,23.00,41.00,76.00,B+
698,STU0581,CE101,17.00,22.00,36.00,75.00,B+
699,STU0589,CE101,13.00,21.00,35.00,69.00,B
700,STU0597,CE101,13.00,26.00,38.00,77.00,B+
701,STU0605,CE101,12.00,21.00,41.00,74.00,B+
702,STU0613,CE101,16.00,21.00,44.00,81.00,A
703,STU0621,CE101,15.00,24.00,38.00,77.00,B+
704,STU0629,CE101,14.00,26.00,36.00,76.00,B+
705,STU0637,CE101,15.00,22.00,35.00,72.00,B+
706,STU0645,CE101,12.00,21.00,41.00,74.00,B+
707,STU0653,CE101,16.00,23.00,43.00,82.00,A
708,STU0661,CE101,16.00,22.00,34.00,72.00,B+
709,STU0669,CE101,12.00,21.00,39.00,72.00,B+
710,STU0677,CE101,12.00,23.00,37.00,72.00,B+
711,STU0685,CE101,17.00,21.00,39.00,77.00,B+
712,STU0693,CE101,15.00,22.00,38.00,75.00,B+
713,STU0701,CE101,14.00,21.00,41.00,76.00,B+
714,STU0709,CE101,13.00,23.00,39.00,75.00,B+
715,STU0717,CE101,16.00,22.00,35.00,73.00,B+
716,STU0725,CE101,12.00,21.00,40.00,73.00,B+
717,STU0733,CE101,14.00,25.00,38.00,77.00,B+
718,STU0741,CE101,16.00,24.00,35.00,75.00,B+
719,STU0749,CE101,12.00,21.00,41.00,74.00,B+
720,STU0757,CE101,17.00,26.00,38.00,81.00,A
721,STU0765,CE101,14.00,21.00,35.00,70.00,B+
722,STU0773,CE101,17.00,22.00,42.00,81.00,A
723,STU0781,CE101,17.00,26.00,41.00,84.00,A
724,STU0789,CE101,17.00,22.00,44.00,83.00,A
725,STU0797,CE101,17.00,21.00,38.00,76.00,B+
726,STU0805,CE101,14.00,26.00,43.00,83.00,A
727,STU0813,CE101,12.00,22.00,40.00,74.00,B+
728,STU0821,CE101,17.00,24.00,35.00,76.00,B+
729,STU0829,CE101,14.00,22.00,35.00,71.00,B+
730,STU0837,CE101,17.00,23.00,42.00,82.00,A
731,STU0845,CE101,17.00,22.00,37.00,76.00,B+
732,STU0853,CE101,16.00,23.00,34.00,73.00,B+
733,STU0861,CE101,13.00,22.00,39.00,74.00,B+
734,STU0869,CE101,16.00,23.00,42.00,81.00,A
735,STU0877,CE101,14.00,22.00,36.00,72.00,B+
736,STU0885,CE101,13.00,23.00,34.00,70.00,B+
737,STU0893,CE101,12.00,21.00,39.00,72.00,B+
738,STU0901,CE101,12.00,23.00,34.00,69.00,B
739,STU0909,CE101,17.00,21.00,35.00,73.00,B+
740,STU0917,CE101,17.00,21.00,39.00,77.00,B+
741,STU0925,CE101,14.00,26.00,38.00,78.00,B+
742,STU0933,CE101,15.00,22.00,41.00,78.00,B+
743,STU0941,CE101,12.00,26.00,34.00,72.00,B+
744,STU0949,CE101,12.00,25.00,38.00,75.00,B+
745,STU0957,CE101,13.00,22.00,38.00,73.00,B+
746,STU0965,CE101,15.00,25.00,44.00,84.00,A
747,STU0973,CE101,16.00,21.00,39.00,76.00,B+
748,STU0981,CE101,14.00,23.00,42.00,79.00,B+
749,STU0989,CE101,16.00,26.00,36.00,78.00,B+
750,STU0997,CE101,17.00,22.00,37.00,76.00,B+
751,STU0526,EE201,13.00,22.00,35.00,70.00,B+
752,STU0166,EE201,13.00,26.00,39.00,78.00,B+
753,STU0334,EE201,15.00,22.00,43.00,80.00,A
754,STU0174,EE201,12.00,22.00,35.00,69.00,B
755,STU0670,EE201,16.00,25.00,44.00,85.00,A
756,STU0326,EE201,12.00,23.00,35.00,70.00,B+
757,STU0870,EE201,13.00,26.00,35.00,74.00,B+
758,STU0758,EE201,16.00,22.00,35.00,73.00,B+
759,STU0510,EE201,14.00,25.00,35.00,74.00,B+
760,STU0182,EE201,17.00,22.00,39.00,78.00,B+
761,STU0862,EE201,14.00,23.00,44.00,81.00,A
762,STU0070,EE201,17.00,26.00,37.00,80.00,A
763,STU0318,EE201,12.00,22.00,37.00,71.00,B+
764,STU0190,EE201,16.00,26.00,41.00,83.00,A
765,STU0478,EE201,17.00,22.00,36.00,75.00,B+
766,STU0766,EE201,16.00,23.00,41.00,80.00,A
767,STU0502,EE201,14.00,21.00,38.00,73.00,B+
768,STU0854,EE201,16.00,26.00,42.00,84.00,A
769,STU0438,EE201,15.00,23.00,35.00,73.00,B+
770,STU0310,EE201,16.00,23.00,42.00,81.00,A
772,STU0566,EE201,15.00,23.00,44.00,82.00,A
773,STU0038,EE201,12.00,21.00,38.00,71.00,B+
774,STU0774,EE201,13.00,25.00,43.00,81.00,A
775,STU0606,EE201,12.00,24.00,40.00,76.00,B+
776,STU0198,EE201,17.00,23.00,35.00,75.00,B+
777,STU0302,EE201,13.00,22.00,39.00,74.00,B+
778,STU0206,EE201,14.00,26.00,40.00,80.00,A
779,STU0574,EE201,13.00,26.00,36.00,75.00,B+
780,STU0294,EE201,12.00,22.00,34.00,68.00,B
781,STU0846,EE201,13.00,25.00,34.00,72.00,B+
782,STU0782,EE201,14.00,23.00,34.00,71.00,B+
783,STU0678,EE201,12.00,22.00,44.00,78.00,B+
784,STU0998,EE201,16.00,26.00,40.00,82.00,A
785,STU0214,EE201,13.00,21.00,43.00,77.00,B+
786,STU0534,EE201,14.00,24.00,39.00,77.00,B+
787,STU0286,EE201,15.00,22.00,42.00,79.00,B+
788,STU0838,EE201,13.00,25.00,41.00,79.00,B+
789,STU0974,EE201,12.00,23.00,38.00,73.00,B+
790,STU0790,EE201,12.00,23.00,34.00,69.00,B
791,STU0078,EE201,14.00,26.00,40.00,80.00,A
792,STU0222,EE201,13.00,24.00,44.00,81.00,A
793,STU0430,EE201,15.00,26.00,38.00,79.00,B+
794,STU0278,EE201,12.00,24.00,41.00,77.00,B+
795,STU0830,EE201,17.00,25.00,43.00,85.00,A
796,STU0942,EE201,14.00,25.00,38.00,77.00,B+
797,STU0646,EE201,12.00,25.00,41.00,78.00,B+
798,STU0798,EE201,15.00,22.00,41.00,78.00,B+
799,STU0422,EE201,12.00,23.00,44.00,79.00,B+
800,STU0030,EE201,16.00,24.00,42.00,82.00,A
801,STU0270,EE201,16.00,26.00,40.00,82.00,A
802,STU0230,EE201,14.00,21.00,36.00,71.00,B+
803,STU0494,EE201,13.00,23.00,35.00,71.00,B+
804,STU0262,EE201,14.00,23.00,37.00,74.00,B+
805,STU0238,EE201,12.00,26.00,43.00,81.00,A
806,STU0806,EE201,17.00,23.00,39.00,79.00,B+
807,STU0686,EE201,13.00,21.00,36.00,70.00,B+
808,STU0822,EE201,17.00,23.00,38.00,78.00,B+
809,STU0246,EE201,12.00,25.00,36.00,73.00,B+
810,STU0598,EE201,14.00,22.00,37.00,73.00,B+
811,STU0254,EE201,15.00,22.00,39.00,76.00,B+
812,STU0814,EE201,16.00,26.00,38.00,80.00,A
813,STU0014,EE201,16.00,25.00,36.00,77.00,B+
814,STU0086,EE201,12.00,26.00,34.00,72.00,B+
815,STU0614,EE201,15.00,24.00,34.00,73.00,B+
816,STU0414,EE201,14.00,24.00,42.00,80.00,A
817,STU0934,EE201,13.00,21.00,40.00,74.00,B+
818,STU0054,EE201,12.00,26.00,41.00,79.00,B+
819,STU0694,EE201,14.00,23.00,36.00,73.00,B+
820,STU0470,EE201,13.00,24.00,37.00,74.00,B+
821,STU0094,EE201,13.00,26.00,41.00,80.00,A
822,STU0950,EE201,12.00,21.00,43.00,76.00,B+
823,STU0406,EE201,17.00,23.00,41.00,81.00,A
824,STU0926,EE201,13.00,22.00,41.00,76.00,B+
825,STU0630,EE201,13.00,26.00,43.00,82.00,A
826,STU0102,EE201,16.00,24.00,36.00,76.00,B+
827,STU0702,EE201,15.00,26.00,39.00,80.00,A
828,STU0486,EE201,13.00,25.00,39.00,77.00,B+
829,STU0110,EE201,16.00,25.00,44.00,85.00,A
830,STU0398,EE201,15.00,21.00,42.00,78.00,B+
831,STU0918,EE201,13.00,24.00,35.00,72.00,B+
832,STU0654,EE201,16.00,21.00,35.00,72.00,B+
833,STU0390,EE201,16.00,21.00,41.00,78.00,B+
834,STU0062,EE201,17.00,21.00,40.00,78.00,B+
835,STU0710,EE201,17.00,25.00,35.00,77.00,B+
836,STU0542,EE201,16.00,23.00,39.00,78.00,B+
837,STU0990,EE201,16.00,26.00,35.00,77.00,B+
838,STU0118,EE201,13.00,23.00,40.00,76.00,B+
839,STU0462,EE201,14.00,25.00,42.00,81.00,A
840,STU0382,EE201,17.00,25.00,37.00,79.00,B+
841,STU0910,EE201,12.00,24.00,35.00,71.00,B+
842,STU0006,EE201,12.00,22.00,37.00,71.00,B+
843,STU0718,EE201,16.00,23.00,42.00,81.00,A
844,STU0590,EE201,13.00,26.00,34.00,73.00,B+
845,STU0126,EE201,15.00,21.00,40.00,76.00,B+
846,STU0638,EE201,12.00,21.00,41.00,74.00,B+
847,STU0374,EE201,15.00,26.00,38.00,79.00,B+
848,STU0902,EE201,16.00,23.00,35.00,74.00,B+
849,STU0454,EE201,13.00,24.00,38.00,75.00,B+
850,STU0966,EE201,15.00,24.00,38.00,77.00,B+
851,STU0726,EE201,17.00,26.00,39.00,82.00,A
852,STU0958,EE201,13.00,21.00,43.00,77.00,B+
853,STU0134,EE201,16.00,25.00,37.00,78.00,B+
854,STU0366,EE201,16.00,25.00,41.00,82.00,A
855,STU0142,EE201,12.00,24.00,36.00,72.00,B+
856,STU0662,EE201,15.00,26.00,38.00,79.00,B+
857,STU0358,EE201,17.00,25.00,43.00,85.00,A
858,STU0622,EE201,14.00,25.00,38.00,77.00,B+
859,STU0734,EE201,12.00,23.00,43.00,78.00,B+
860,STU0550,EE201,12.00,24.00,43.00,79.00,B+
861,STU0894,EE201,17.00,25.00,39.00,81.00,A
862,STU0150,EE201,12.00,24.00,34.00,70.00,B+
863,STU0558,EE201,15.00,26.00,38.00,79.00,B+
864,STU0350,EE201,17.00,22.00,36.00,75.00,B+
865,STU0886,EE201,17.00,21.00,38.00,76.00,B+
866,STU0022,EE201,14.00,22.00,37.00,73.00,B+
867,STU0742,EE201,13.00,22.00,44.00,79.00,B+
868,STU0518,EE201,12.00,22.00,44.00,78.00,B+
869,STU0158,EE201,12.00,26.00,39.00,77.00,B+
870,STU0446,EE201,14.00,25.00,34.00,73.00,B+
871,STU0342,EE201,17.00,23.00,40.00,80.00,A
872,STU0878,EE201,13.00,24.00,35.00,72.00,B+
873,STU0582,EE201,17.00,25.00,43.00,85.00,A
874,STU0046,EE201,14.00,22.00,42.00,78.00,B+
875,STU0750,EE201,13.00,26.00,40.00,79.00,B+
876,STU0767,DS301,16.00,22.00,43.00,81.00,A
877,STU0767,DS302,14.00,25.00,36.00,75.00,B+
878,STU0495,DS301,16.00,26.00,37.00,79.00,B+
879,STU0495,DS302,15.00,24.00,41.00,80.00,A
880,STU0063,DS301,14.00,26.00,44.00,84.00,A
881,STU0063,DS302,15.00,23.00,42.00,80.00,A
882,STU0631,DS301,17.00,23.00,43.00,83.00,A
883,STU0631,DS302,13.00,23.00,37.00,73.00,B+
884,STU0487,DS301,16.00,24.00,38.00,78.00,B+
885,STU0487,DS302,14.00,23.00,41.00,78.00,B+
886,STU0639,DS301,17.00,21.00,38.00,76.00,B+
887,STU0639,DS302,17.00,23.00,40.00,80.00,A
888,STU0479,DS301,13.00,23.00,39.00,75.00,B+
889,STU0479,DS302,15.00,25.00,44.00,84.00,A
890,STU0647,DS301,14.00,26.00,34.00,74.00,B+
891,STU0647,DS302,17.00,21.00,40.00,78.00,B+
892,STU0471,DS301,12.00,21.00,38.00,71.00,B+
893,STU0471,DS302,12.00,24.00,40.00,76.00,B+
894,STU0463,DS301,15.00,23.00,44.00,82.00,A
895,STU0463,DS302,12.00,25.00,43.00,80.00,A
896,STU0007,DS301,13.00,25.00,43.00,81.00,A
897,STU0007,DS302,13.00,22.00,35.00,70.00,B+
898,STU0655,DS301,15.00,21.00,37.00,73.00,B+
899,STU0655,DS302,17.00,22.00,34.00,73.00,B+
900,STU0455,DS301,15.00,21.00,36.00,72.00,B+
901,STU0455,DS302,12.00,22.00,36.00,70.00,B+
902,STU0663,DS301,15.00,23.00,38.00,76.00,B+
903,STU0663,DS302,17.00,21.00,42.00,80.00,A
904,STU0447,DS301,15.00,22.00,42.00,79.00,B+
905,STU0447,DS302,16.00,21.00,43.00,80.00,A
906,STU0959,DS301,17.00,21.00,43.00,81.00,A
907,STU0959,DS302,15.00,22.00,36.00,73.00,B+
908,STU0671,DS301,12.00,26.00,34.00,72.00,B+
909,STU0671,DS302,17.00,25.00,39.00,81.00,A
910,STU0439,DS301,12.00,21.00,35.00,68.00,B
911,STU0439,DS302,17.00,25.00,44.00,86.00,A
912,STU0431,DS301,17.00,25.00,34.00,76.00,B+
913,STU0431,DS302,17.00,25.00,39.00,81.00,A
914,STU0679,DS301,15.00,22.00,39.00,76.00,B+
915,STU0679,DS302,17.00,25.00,42.00,84.00,A
916,STU0423,DS301,17.00,23.00,36.00,76.00,B+
917,STU0423,DS302,13.00,21.00,42.00,76.00,B+
918,STU0055,DS301,17.00,26.00,40.00,83.00,A
919,STU0055,DS302,14.00,26.00,44.00,84.00,A
920,STU0687,DS301,17.00,25.00,40.00,82.00,A
921,STU0687,DS302,17.00,26.00,37.00,80.00,A
922,STU0415,DS301,17.00,22.00,34.00,73.00,B+
923,STU0415,DS302,13.00,23.00,44.00,80.00,A
924,STU0695,DS301,14.00,21.00,42.00,77.00,B+
925,STU0695,DS302,17.00,21.00,35.00,73.00,B+
926,STU0407,DS301,13.00,21.00,43.00,77.00,B+
927,STU0407,DS302,12.00,25.00,38.00,75.00,B+
928,STU0399,DS301,17.00,21.00,44.00,82.00,A
929,STU0399,DS302,13.00,24.00,37.00,74.00,B+
930,STU0703,DS301,13.00,26.00,42.00,81.00,A
931,STU0703,DS302,13.00,21.00,34.00,68.00,B
932,STU0391,DS301,13.00,22.00,43.00,78.00,B+
933,STU0391,DS302,12.00,24.00,35.00,71.00,B+
934,STU0047,DS301,14.00,22.00,41.00,77.00,B+
935,STU0047,DS302,15.00,23.00,44.00,82.00,A
936,STU0711,DS301,13.00,23.00,36.00,72.00,B+
937,STU0711,DS302,17.00,22.00,44.00,83.00,A
938,STU0383,DS301,13.00,25.00,41.00,79.00,B+
